UUID,First_Name,Middle_Name,Last_Name,Name_Data_Quality,SSN,SSNDataQuality,DOB,DOBDataQuality,AmIndAKNative,Asian,Black,NativeHIOtherPacific,White,RaceNone,Gender,OtherGender,VeteranStatus,YearEnteredService,YearSeparated,WorldWarII,KoreanWar,VietnamWar,DesertStorm,AfghanistanOEF,IraqOIF,IraqOND,OtherTheater,MilitaryBranch,Discharge_Status,,Date_Created,DateUpdated,UserID
247333,Joy,Holbrook,Sarosi,1,100247333,1,1/1/1968,1,0,0,0,0,1,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,7/10/15 11:14,7/10/15 11:15,244583
247350,Marius,Y,Vondle,1,100247350,1,1/1/1964,1,0,0,1,0,0,0,1,0,1,1987,1989,0,0,0,0,0,0,0,0,1,2,,7/13/15 10:31,9/15/15 8:47,245076
247351,Aaron,J,Warren,1,100247351,1,1/1/1967,1,0,0,1,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,7/13/15 10:34,7/13/15 10:34,245076
247489,Michael,E,Wittenzellner,1,100247489,1,1/1/1970,1,0,0,0,0,1,0,1,0,1,1988,1993,0,0,0,1,0,0,0,0,2,1,,7/21/15 12:49,8/19/15 2:07,245094
247503,Kevin,J,Fawzy,1,100247503,1,NULL,9,0,0,0,0,1,0,1,0,1,1975,1975,0,0,0,0,0,0,0,0,4,1,,7/22/15 9:19,8/6/15 9:47,188978
247531,Jack,P,Bauer,2,100247531,1,1/1/1972,1,0,0,0,0,1,0,2,0,1,1992,1997,0,0,0,0,0,0,0,0,3,1,,7/24/15 8:23,1/13/16 2:33,245881
247540,Jerry,J,Munoz-Pascua,1,100247540,1,1/1/1981,1,0,0,1,0,0,0,1,0,1,2001,2011,0,0,0,0,0,1,0,0,1,1,,7/24/15 12:23,2/11/16 9:13,182894
247597,Steven,W,Oakes,1,100247597,1,1/1/1957,1,0,0,1,0,0,0,1,0,1,1976,1980,0,0,0,0,0,0,0,0,1,1,,7/29/15 7:42,12/7/15 2:44,248348
247603,Paul,W,Park,1,100247603,1,1/1/1990,1,0,0,0,0,1,0,1,0,1,2009,2010,0,0,0,0,0,0,0,0,4,6,,7/29/15 10:21,10/1/15 10:39,245092
247610,Robert,R,Rosbrook,1,100247610,1,1/1/1943,1,0,0,0,0,1,0,1,0,1,1965,1971,0,0,0,0,0,0,0,0,1,1,,7/29/15 1:25,10/21/15 2:18,245881
247611,Michael,P,Verrecchio,1,100247611,1,1/1/1981,1,0,0,0,0,1,0,0,0,1,2002,2009,0,0,0,0,1,1,0,0,3,1,,7/30/15 7:14,9/28/15 9:00,186272
247633,Melissa,M,Mick,1,100247633,1,1/1/1982,1,0,0,1,0,0,0,1,0,1,2004,2006,0,0,0,0,0,0,0,0,1,1,,7/31/15 8:27,7/31/15 8:28,245076
247635,Denis,J,O'Neill,1,100247635,1,1/1/1995,1,0,0,0,0,1,0,0,0,1,2014,2015,0,0,0,0,0,0,0,0,1,1,,7/31/15 9:51,10/15/15 12:46,245881
247636,James,,Mathis,1,100247636,1,1/1/1993,1,0,0,0,0,1,0,1,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,7/31/15 9:53,7/31/15 9:53,245881
247742,Norby,L,Hartman,1,100247742,1,1/1/1965,1,0,0,1,0,0,0,1,0,1,1986,1989,0,0,0,0,0,0,0,0,4,2,,8/10/15 8:29,10/28/15 9:04,246539
247758,Kenneth,L,Parton,1,100247758,1,1/1/1984,1,0,0,0,0,1,0,1,0,1,2009,2013,0,0,0,0,1,0,0,0,1,1,,8/11/15 8:59,10/12/15 8:42,244583
247830,Allen,P,Safiullah,1,100247830,1,1/1/1957,1,0,0,1,0,0,0,1,0,1,1977,1983,0,0,0,0,0,0,0,0,4,1,,8/14/15 12:33,8/14/15 12:34,182894
247843,Susan,W,Moffett,1,100247843,1,1/1/1959,1,0,0,1,0,0,0,0,0,1,1954,1962,0,0,0,0,0,0,0,0,2,1,,8/17/15 9:52,12/9/15 9:40,248678
247856,Daniel,C,Ring,1,100247856,1,NULL,9,0,0,1,0,0,0,1,0,1,1984,1989,0,0,0,0,0,0,0,0,1,1,,8/18/15 7:24,8/18/15 7:25,247275
247857,Regina,S.,Babcock,1,100247857,1,1/1/1949,1,0,0,0,0,1,0,1,0,1,1968,2015,0,0,0,0,0,0,0,0,2,1,,8/18/15 7:38,12/9/15 10:02,248678
247914,Yoek-Lin,M,Djokovic,2,7914,2,1/1/1952,1,1,0,0,0,0,0,1,0,1,1973,1974,0,0,0,0,0,0,0,0,2,1,,8/20/15 2:12,8/20/15 2:13,245076
247915,Audrey,S - T,Abruzzo,1,100247915,1,1/1/1952,1,0,0,1,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,8/20/15 2:15,8/20/15 2:15,245076
247921,Cheryl,L,Hadikusumo,1,100247921,1,1/1/1976,1,0,0,1,0,0,0,1,0,1,1996,2000,0,0,0,0,0,0,0,0,3,1,,8/21/15 9:53,8/21/15 9:54,247275
247928,Lee,L,Mancini,2,7928,2,1/1/1978,1,0,0,0,0,1,0,1,0,1,1997,2001,0,0,0,0,0,0,0,0,4,1,,8/21/15 1:35,10/14/15 12:50,245881
247929,Moose,,,2,100247929,1,1/1/1979,1,0,0,0,0,1,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,8/21/15 1:38,10/13/15 1:06,245881
247930,Johanna,,Meade,1,100247930,1,1/1/2010,1,0,0,0,0,1,0,0,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,8/21/15 1:38,8/21/15 1:38,245881
247931,Bernard,Marie,Morriss,1,100247931,1,1/1/2013,1,0,0,0,0,1,0,0,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,8/21/15 1:38,8/21/15 1:38,245881
247932,Gabryleda,G,Vickrey,1,100247932,1,1/1/1973,1,0,0,0,0,1,0,1,0,1,1993,1994,0,0,0,0,0,0,0,0,3,1,,8/21/15 2:41,10/12/15 8:18,244583
247933,Nancy,,Wolfe,2,7933,2,1/1/1997,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0,0,0,0,0,,,,8/21/15 2:49,8/21/15 2:49,244583
247934,Mimi,Jean,Lucas,1,100247934,1,1/1/2003,1,0,0,0,0,1,0,1,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,8/21/15 2:49,8/21/15 2:49,244583
248060,Shannon,C,Chen,1,100248060,1,1/1/1971,1,0,0,1,0,0,0,1,0,1,1996,2000,0,0,0,0,0,0,0,0,3,6,,8/27/15 1:19,11/12/15 9:45,177827
248062,Karen,M,Brooks,1,100248062,1,1/1/1963,1,0,0,1,0,0,0,1,0,1,1984,1988,0,0,0,0,0,0,0,0,1,2,,8/27/15 1:34,9/2/15 10:19,245094
248126,Milan,M,Cooper,1,100248126,1,1/1/1989,1,0,0,1,0,0,0,0,0,1,2007,2009,0,0,0,0,0,0,0,0,3,2,,8/31/15 10:48,8/31/15 10:48,245076
248127,Timothy,,Gardner,1,100248127,1,1/1/2014,1,0,0,1,0,0,0,0,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,8/31/15 10:49,8/31/15 10:50,245076
248129,Eric,P,Gordon,1,100248129,1,1/1/1963,1,0,0,1,0,0,0,0,0,1,1981,1989,0,0,0,0,0,0,0,0,1,1,,8/31/15 11:25,12/22/15 2:28,248678
248176,Andrew,P,Hickman,1,100248176,1,1/1/2002,1,0,0,0,0,1,0,0,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,9/2/15 8:45,10/5/15 8:52,182894
248201,,,,99,100248201,1,1/1/1959,1,0,0,0,0,1,0,1,0,1,1976,1977,0,0,0,0,0,0,0,0,4,2,,9/3/15 10:26,2/23/16 4:56,246539
248202,James,A,Frank,1,100248202,1,1/1/1959,1,0,0,0,0,1,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,9/3/15 10:30,9/3/15 10:31,246539
248207,Jon,A,Steele,1,100248207,1,1/1/1970,1,0,0,1,0,0,0,1,0,1,1989,1990,0,0,0,0,0,0,0,0,1,1,,9/4/15 8:23,10/7/15 3:06,246539
248232,Sarita,P.,Lantsman,1,100248232,1,1/1/1956,1,0,0,0,0,1,0,1,0,1,1974,1977,0,0,0,0,0,0,0,0,1,1,,9/8/15 12:26,10/28/15 9:45,246539
248238,Beth,P,McDonald,1,100248238,1,1/1/1959,1,0,0,0,0,1,0,1,0,1,1979,1986,0,0,0,0,0,0,0,0,1,1,,9/8/15 1:26,10/29/15 11:48,246539
248239,Paul,A,Seita,1,100248239,1,1/1/1957,1,0,0,0,0,1,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,9/8/15 1:29,10/5/15 1:10,246539
248240,Roy,David,Hoefling,1,100248240,1,NULL,99,0,0,0,0,1,0,1,0,1,1977,1981,0,0,0,0,0,0,0,0,2,1,,9/8/15 2:44,10/29/15 11:59,246539
248257,Tamara,A,Kliebert,1,100248257,1,NULL,99,0,0,0,0,1,0,1,0,1,1965,1989,0,0,0,0,0,0,0,0,1,1,,9/9/15 1:19,11/23/15 2:34,245094
248489,David,Jennifer,Jubinsky,1,100248489,1,NULL,99,0,0,0,0,1,0,1,0,1,1978,1981,0,0,0,0,0,0,0,0,1,1,,10/1/15 8:56,10/1/15 8:57,244583
248507,Mark,J,Bordas,1,100248507,1,1/1/1958,1,0,0,1,0,0,0,1,0,1,1978,1979,0,0,0,0,0,0,0,0,3,1,,10/2/15 10:07,10/29/15 11:26,246539
248537,Mark,R,Agdeppa,1,100248537,1,1/1/1975,1,0,0,0,0,1,0,1,0,1,2004,2008,0,0,0,0,0,0,0,0,3,1,,10/5/15 1:25,10/6/15 2:12,245094
248538,Jonathan,B.,Albert,1,100248538,1,1/1/1975,1,0,0,0,0,1,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,10/5/15 1:55,10/6/15 2:13,245094
248547,John,D,Augustine,1,100248547,1,1/1/1969,1,0,0,1,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,10/6/15 12:20,10/6/15 12:21,245076
248548,Angie,K,Cyhan,1,100248548,1,1/1/2010,1,0,0,0,0,1,0,1,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,10/6/15 12:42,10/6/15 12:42,245094
248549,Ronald,M,Dhand,1,100248549,1,1/1/2011,1,0,0,0,0,1,0,0,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,10/6/15 12:42,10/6/15 12:42,245094
248550,Victoria,D,Robertson,1,100248550,1,1/1/2015,1,0,0,0,0,1,0,0,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,10/6/15 12:42,10/6/15 12:42,245094
248552,Randy,L,Platt,1,100248552,1,1/1/1967,1,0,0,0,0,1,0,1,0,1,1988,1991,0,0,0,0,0,0,0,0,3,1,,10/6/15 12:47,10/28/15 11:34,246539
248555,Denise,,Tousi,1,100248555,1,1/1/1984,1,0,0,0,0,1,0,1,0,1,2008,2013,0,0,0,0,0,0,0,0,1,1,,10/6/15 1:59,2/8/16 12:09,181952
248556,Renee,M,Benefield,1,100248556,1,1/1/1985,1,0,0,0,0,1,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,10/6/15 2:01,10/29/15 11:09,246539
248574,Eric,Mary,Kramer,1,100248574,1,1/1/1961,1,0,0,0,0,1,0,0,0,1,1980,1984,0,0,0,0,0,0,0,0,1,1,,10/8/15 9:20,10/20/15 12:54,245076
248586,Portia,J,Dube,1,100248586,1,1/1/1954,1,0,0,1,0,0,0,1,0,1,1972,1974,0,0,1,0,0,0,0,0,3,2,,10/9/15 12:33,10/16/15 8:07,188978
248602,Adam,,Bondarowicz,1,100248602,1,1/1/1983,1,0,0,1,0,0,0,1,0,1,2002,2007,0,0,0,0,0,1,0,0,1,1,,10/12/15 12:19,11/19/15 1:11,184802
248608,Bradley,B.,Flanagan,1,100248608,1,1/1/1964,1,0,0,1,0,0,0,1,0,1,1982,1985,0,0,0,0,0,0,0,0,2,2,,10/12/15 1:00,10/12/15 1:00,182894
248612,Glen,E,Godziela,1,100248612,1,1/1/1959,1,0,0,1,0,0,0,1,0,1,1977,1979,0,0,0,0,0,0,0,0,1,1,,10/12/15 1:45,10/12/15 2:12,246539
248614,Antonia,J,Granchelli,1,100248614,1,1/1/1987,1,0,0,1,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,10/12/15 2:00,10/12/15 2:01,182894
248629,Patricia,M,Dinella,1,100248629,1,1/1/2002,1,0,0,0,0,1,0,1,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,10/14/15 12:52,10/14/15 12:53,245881
248667,Oona,R C,Rogers,1,100248667,1,1/1/1992,1,0,0,1,0,0,0,1,0,1,2012,2013,0,0,0,0,0,0,0,0,1,2,,10/19/15 9:37,1/21/16 12:29,244492
248675,Lydia,Anne,Baillargeon,1,100248675,1,1/1/2010,1,0,0,1,0,0,0,1,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,10/19/15 1:25,10/19/15 1:25,182894
248680,Susan,N,Beatus,1,100248680,1,1/1/1952,1,0,0,1,0,0,0,1,0,1,1974,1978,0,0,0,0,0,0,0,0,4,1,,10/20/15 8:07,10/20/15 8:07,248351
248683,Gregory,L,Bilicska,1,100248683,1,1/1/2008,1,0,0,1,0,0,0,1,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,10/20/15 8:52,12/17/15 10:48,182894
248684,Mary,W,Jacobs,1,100248684,1,1/1/2008,1,0,0,1,0,0,0,1,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,10/20/15 8:56,12/11/15 11:55,182894
248689,Michael,K.,La Bruno,1,100248689,1,1/1/1958,1,0,0,0,0,1,0,0,0,1,1979,1982,0,0,0,0,0,0,0,0,3,2,,10/20/15 12:50,10/20/15 12:50,246539
248701,Paul,J,McCabe,1,100248701,1,1/1/1955,1,0,0,1,0,0,0,1,0,1,1974,1992,0,0,0,0,0,0,0,0,3,1,,10/21/15 8:38,10/21/15 8:39,246539
248711,Xu,E,Murgia,1,100248711,1,1/1/1981,1,0,0,0,0,1,0,1,0,1,2001,2006,0,0,0,0,1,1,0,0,1,1,,10/21/15 12:57,10/21/15 12:57,244583
248714,Allan,,Olson,1,100248714,1,1/1/1945,1,0,0,0,0,1,0,1,0,1,1980,1981,0,0,0,0,0,0,0,0,1,4,,10/21/15 2:29,2/29/16 8:27,178107
248733,Peter,A,Ralston,1,100248733,1,1/1/2010,1,0,0,1,0,0,0,0,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,10/22/15 12:51,10/22/15 12:52,182894
248735,Stephen,W,Rubin,1,100248735,1,1/1/1988,1,0,0,1,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,10/22/15 12:54,10/22/15 12:55,182894
248792,Slippery,,Pete,2,100248792,1,1/1/1973,1,0,0,0,0,1,0,1,0,1,1992,1993,0,0,0,0,0,0,0,0,1,1,,10/29/15 7:24,10/29/15 7:24,244583
248793,Tara,J,Teitelbaum,1,100248793,1,1/1/1974,1,0,0,0,0,1,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,10/29/15 7:27,10/29/15 7:27,244583
248799,Sonali,,Vogel,1,100248799,1,1/1/1968,1,0,0,0,0,1,0,0,0,1,1986,1988,0,0,0,0,0,0,0,0,3,1,,10/29/15 11:07,10/29/15 11:08,244583
248800,Gayle,S,Wyse,1,100248800,1,1/1/1995,1,0,0,0,0,1,0,1,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,10/29/15 11:09,10/29/15 11:10,244583
248812,Aditya,B,Yip,1,100248812,1,1/1/1987,1,0,0,0,0,1,0,1,0,1,2009,2013,0,0,0,0,1,0,0,0,1,1,,10/29/15 1:18,10/29/15 1:19,244583
248820,David,,van der Sluis,1,100248820,1,1/1/1969,1,0,0,1,0,0,0,1,0,1,1991,1991,0,0,0,0,0,0,0,0,1,1,,10/30/15 9:23,10/30/15 9:24,248678
248843,Thomas,Hunter,Williamson,1,100248843,1,1/1/1989,1,0,0,1,0,0,0,1,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,11/2/15 12:30,12/11/15 1:10,245881
248856,Matthew,P,Benoit,1,100248856,1,1/1/1972,1,0,0,0,0,1,0,0,0,1,1992,1996,0,0,0,0,0,0,0,0,3,2,,11/3/15 9:12,11/3/15 9:13,245881
248857,Jeffrey,I.,Brown,1,100248857,1,1/1/1972,1,0,0,0,0,1,0,1,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,11/3/15 9:14,11/3/15 9:14,245881
248879,David,S,Freedman,1,100248879,1,1/1/1946,1,0,0,0,0,1,0,1,0,1,1966,1968,0,0,0,0,0,0,0,0,1,1,,11/5/15 2:41,11/5/15 2:41,245881
248897,Bernadette,W.,Stein,1,100248897,1,1/1/1946,1,0,0,0,0,1,0,1,0,1,1966,1967,0,0,0,0,0,0,0,0,1,1,,11/9/15 2:32,11/9/15 2:32,246539
248945,Nicole,M,Zeller,1,100248945,1,1/1/1984,1,0,0,0,0,1,0,1,0,1,2001,2005,0,0,0,0,0,1,0,0,1,1,,11/13/15 10:14,11/13/15 10:14,244583
248946,Danielle,,Santema,1,100248946,1,1/1/1986,1,0,0,0,0,1,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,11/13/15 10:20,11/13/15 10:20,244583
248947,David,C,Shamsaei Far,1,100248947,1,1/1/2007,1,0,0,0,0,1,0,0,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,11/13/15 10:20,11/13/15 10:20,244583
248948,Brett,D,Miller,1,100248948,1,1/1/2011,1,0,0,0,0,1,0,1,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,11/13/15 10:20,11/13/15 10:20,244583
248965,Matthew,A.,Butler,1,100248965,1,1/1/1959,1,0,0,1,0,0,0,1,0,1,1979,1982,0,0,0,0,0,0,0,0,1,1,,11/16/15 9:12,2/29/16 4:42,181952
248970,Angel,W,Guttag,1,100248970,1,1/1/1954,1,0,0,1,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,11/16/15 9:55,11/16/15 4:05,182894
248974,Sarah,,Jagtiani,1,100248974,1,1/1/1963,1,0,0,0,0,1,0,1,0,1,1980,1982,0,0,0,0,0,0,0,0,1,1,,11/16/15 1:28,11/16/15 1:28,246539
249067,Robert,,Warf,1,100249067,1,1/1/1990,1,0,0,0,0,1,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,11/23/15 2:36,11/23/15 2:37,245094
249115,George,A,Rodrigues,1,100249115,1,1/1/1994,1,0,0,1,0,0,0,1,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,11/30/15 2:16,1/13/16 8:32,182894
249118,Heribert,R.,Joyce,1,100249118,1,1/1/2000,1,0,0,0,0,1,0,1,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,12/1/15 2:56,12/1/15 2:57,245881
249119,Michael,F,Bryant,1,100249119,1,1/1/1999,1,0,0,0,0,1,0,0,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,12/1/15 3:00,12/1/15 3:01,245881
249124,Ethan,E,Alcoba,1,100249124,1,1/1/1957,1,0,0,1,0,0,0,1,0,1,1977,1980,0,0,0,0,0,0,0,0,3,1,,12/2/15 11:25,12/2/15 11:26,248351
249127,Mark,J,Ichiye,1,100249127,1,1/1/1976,1,0,0,0,0,1,0,1,0,1,2003,2007,0,0,0,0,0,0,0,0,2,1,,12/2/15 1:42,12/2/15 1:43,248351
249128,Norman,,Copeland,1,100249128,1,1/1/1952,1,0,0,1,0,0,0,1,0,0,1971,1971,0,0,0,0,0,0,0,0,4,1,,12/2/15 2:25,1/14/16 3:51,248351
249141,Joseph,D,Hayenga,1,100249141,1,1/1/1962,1,0,0,0,0,1,0,1,0,1,1982,1986,0,0,0,0,0,0,0,0,1,1,,12/3/15 3:02,12/3/15 3:04,244492
249153,Jay,J,Pastrana,1,100249153,1,1/1/1991,1,0,0,0,0,1,0,1,0,1,2010,2012,0,0,0,0,0,0,0,0,1,2,,12/4/15 3:29,2/6/16 4:45,244492
249154,Anthony,S,Rein,1,100249154,1,1/1/1992,1,0,0,0,0,1,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,12/4/15 3:36,12/4/15 3:37,244583
249155,J.,A,Rogers,1,100249155,1,1/1/2011,1,0,0,0,0,1,0,1,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,12/4/15 3:36,12/4/15 3:37,244583
249156,Howard,David,Conroy,1,100249156,1,1/1/2013,1,0,0,0,0,1,0,1,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,12/4/15 3:36,12/4/15 3:37,244583
249157,Steven,I,Flanigan,1,100249157,1,1/1/2014,1,0,0,0,0,1,0,0,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,12/4/15 3:36,12/4/15 3:37,244583
249197,Theodore,M,Derry,1,100249197,1,1/1/1984,1,0,0,1,0,0,0,1,0,1,2003,2007,0,0,0,0,0,1,0,0,3,1,,12/9/15 9:53,2/6/16 5:24,244492
249198,Jeffrey,James,Reddick,1,100249198,1,1/1/1985,1,0,0,1,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,12/9/15 10:03,12/9/15 10:04,245094
249199,Robert,A,Bassinger,1,100249199,1,1/1/2005,1,0,0,1,0,0,0,0,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,12/9/15 10:03,12/9/15 10:04,245094
249200,Thomas,B,Brown,1,100249200,1,1/1/2007,1,0,0,1,0,0,0,0,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,12/9/15 10:03,12/9/15 10:04,245094
249201,Charles,E,Chapple,1,100249201,1,1/1/2011,1,0,0,1,0,0,0,1,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,12/9/15 10:03,12/9/15 10:04,245094
249211,Alexander,Sidney,Henrichs,1,100249211,1,1/1/1960,1,0,0,0,0,1,0,1,0,1,1981,1983,0,0,0,0,0,0,0,0,2,2,,12/9/15 1:34,12/9/15 1:35,248678
249228,Ralph,,Lee,1,100249228,1,1/1/1960,1,0,0,0,0,1,0,1,0,1,1983,1987,0,0,0,0,0,0,0,0,1,2,,12/10/15 12:28,2/3/16 10:58,245094
249244,Adam,J,Prejean,1,100249244,1,1/1/1968,1,0,0,1,0,0,0,1,0,1,1987,1990,0,0,0,0,0,0,0,0,1,1,,12/11/15 12:38,1/7/16 1:59,246539
249248,Thomas,Gardner,Ryan,1,100249248,1,1/1/1961,1,0,0,1,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,12/11/15 12:58,12/14/15 12:49,182894
249278,Vincent,F,Dolnik,1,100249278,1,1/1/1986,1,0,0,0,0,1,0,1,0,1,2006,2012,0,0,0,0,1,1,0,0,4,1,,12/15/15 9:40,12/15/15 9:40,244583
249280,Cornelius,J,Sawislak,1,100249280,1,1/1/1987,1,1,0,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,12/15/15 9:54,12/15/15 9:55,244583
249281,Heidi,P,Fister,1,100249281,1,1/1/2007,1,0,0,0,0,1,0,1,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,12/15/15 9:54,12/15/15 9:55,244583
249282,Anthony,L,Lew,1,100249282,1,1/1/2008,1,0,0,0,0,1,0,1,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,12/15/15 9:54,12/15/15 9:55,244583
249283,Cristina,M,Forget,1,100249283,1,1/1/2008,1,0,0,0,0,1,0,0,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,12/15/15 9:54,12/15/15 9:55,244583
249284,Pedro Mateo,,Brown,1,100249284,1,1/1/2013,1,0,0,0,0,1,0,0,0,99,NULL,NULL,0,0,0,0,0,0,0,0,,,,12/15/15 9:54,12/15/15 9:55,244583
249295,Rejean,,Bakman,1,100249295,1,1/1/1951,1,0,0,1,0,0,0,1,0,1,1979,1981,0,0,0,0,0,0,0,0,1,1,,12/16/15 12:05,1/21/16 11:25,246539
249303,Daniel,Abraham,Kudymov,1,100249303,1,1/1/1965,1,0,0,1,0,0,0,0,0,1,1985,1991,0,0,0,0,0,0,0,0,1,2,,12/17/15 7:23,12/17/15 7:23,248678
249322,Jill,M,Orencia,1,100249322,1,1/1/1959,1,0,0,0,0,1,0,1,0,1,1979,1991,0,0,0,0,0,0,0,0,1,1,,12/17/15 1:23,12/21/15 12:43,245881
249356,Laura,S,Alloway,1,100249356,1,1/1/1980,1,0,0,1,0,0,0,1,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,12/22/15 8:55,1/19/16 10:18,244892
249358,Michael,J,Saxe,1,100249358,1,1/1/1956,1,0,0,1,0,0,0,1,0,1,1979,1981,0,0,0,0,0,0,0,0,3,1,,12/22/15 9:12,1/8/16 10:13,248350
249470,Edward,B,Banks,1,100249470,1,1/1/1982,1,0,0,0,0,1,0,1,0,1,2000,2015,0,0,0,0,0,0,0,0,1,1,,1/6/16 7:52,1/21/16 1:33,245881
249472,Jo Anne,J,Spalding,1,100249472,1,1/1/1990,1,0,0,0,0,1,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,1/6/16 7:55,1/6/16 7:55,245881
249473,Robert,M,Xu,1,100249473,1,1/1/1978,1,0,0,0,0,1,0,1,0,1,1996,2000,0,0,0,0,0,0,0,0,1,1,,1/6/16 8:03,1/7/16 9:00,245092
249476,Curt,M,Alford,1,100249476,1,1/1/1959,1,0,0,1,0,0,0,0,0,1,1978,1984,0,0,0,0,0,0,0,0,1,1,,1/6/16 10:22,2/18/16 10:05,188937
249497,Charlotte,S.,Lobo,1,100249497,1,1/1/1993,1,0,0,0,0,1,0,1,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,1/7/16 1:04,1/7/16 1:05,245094
249522,John,H,Zajac,1,100249522,1,1/1/1961,1,0,0,1,0,0,0,1,0,1,1980,1984,0,0,0,0,0,0,0,0,4,2,,1/11/16 10:43,1/12/16 11:21,248678
249543,Amy,E,Kirkbir,1,100249543,1,1/1/1949,1,0,0,1,0,0,0,1,0,1,1969,1971,0,0,0,0,0,0,0,0,1,2,,1/12/16 10:51,1/12/16 10:51,248678
249552,Matthew,L,Nadershahi,1,100249552,1,1/1/1979,1,0,0,1,0,0,0,1,0,1,1998,2004,0,0,0,0,0,0,0,0,1,1,,1/13/16 7:50,1/19/16 12:37,245092
249557,Michael,D,Westerby,1,100249557,1,1/1/1959,1,0,0,1,0,0,0,1,0,1,1977,1977,0,0,0,0,0,0,0,0,2,1,,1/13/16 9:35,1/19/16 2:27,182894
249562,Mark,S,Bryner,1,100249562,1,1/1/1959,1,0,0,1,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,1/13/16 9:56,1/14/16 9:38,182894
249588,John,J,Laird,1,100249588,1,1/1/1963,1,0,0,0,0,1,0,1,0,1,1984,1988,0,0,0,0,0,0,0,0,4,1,,1/14/16 9:20,1/21/16 1:35,248351
249589,Michael,D,Lee,1,100249589,1,1/1/1996,1,0,0,1,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,1/14/16 10:07,1/14/16 10:07,182894
249590,Li-Chung,B,McBeth,1,100249590,1,1/1/1995,1,0,0,1,0,0,0,1,0,0,NULL,NULL,0,0,0,0,0,0,0,0,,,,1/14/16 10:24,1/14/16 10:24,182894
249591,Tara,Daniel,Werking,1,100249591,1,1/1/1963,1,0,0,1,0,0,0,1,0,1,1981,1984,0,0,0,0,0,0,0,0,3,1,,1/14/16 10:28,1/14/16 10:29,178107
